,Brewery Name,Beer Name,Beer Type,ABV %,Num of Ratings,Avg Rating
22131,Tired Hands Brewing Company,Space Needle,IPA - American,7.5,44,4.16
22132,Tired Hands Brewing Company,Spatula,Porter - Imperial,8.0,3,4.36
22133,Tired Hands Brewing Company,Spicule,IPA - American,6.9,2,3.95
22134,Tired Hands Brewing Company,Spiders And Their Kin,IPA - American,7.3,14,4.23
22135,Tired Hands Brewing Company,Spiders And Their Kin - Experimental Hop #07270,IPA - American,7.3,8,4.34
22136,Tired Hands Brewing Company,Split,IPA - American,6.9,1,4.0
22137,Tired Hands Brewing Company,Sprockets,Kölsch,5.3,0,0.0
22138,Tired Hands Brewing Company,St. Fiver,IPA - Imperial,0.0,10,4.09
22139,Tired Hands Brewing Company,St. Fourer,IPA - American,0.0,13,4.11
22140,Tired Hands Brewing Company,St. Fourer - Double Dry-Hopped With Denali (Cask),IPA - American,6.9,3,4.18
22141,Tired Hands Brewing Company,St. Sevener: The Cloud with Seventeen Different Colored Eyes,IPA - American,6.6,16,4.05
22142,Tired Hands Brewing Company,St. SixSixSixer,IPA - American,7.1,24,4.12
22143,Tired Hands Brewing Company,St. Thr333r,IPA - American,6.6,25,3.58
22144,Tired Hands Brewing Company,St. Twoer,IPA - American,6.0,39,4.14
22145,Tired Hands Brewing Company,St.Oner,IPA - New England,6.5,117,4.37
22146,Tired Hands Brewing Company,Stare At Yourself In The Mirror Until You Feel A Burning Sensation,Pale Ale - American,4.5,45,3.9
22147,Tired Hands Brewing Company,Statolith,Farmhouse Ale - Sahti,5.7,10,3.75
22148,Tired Hands Brewing Company,Still Trace,Farmhouse Ale - Saison,4.6,25,4.13
22149,Tired Hands Brewing Company,Stop Today,Porter - English,0.0,25,4.02
22150,Tired Hands Brewing Company,StrangeOwl,Red Ale - American Amber / Red,7.2,23,3.87
22151,Tired Hands Brewing Company,Strawrison,Farmhouse Ale - Saison,0.0,16,3.91
22152,Tired Hands Brewing Company,Stupid Dude Hat,Sour - Gose,4.5,11,3.82
22153,Tired Hands Brewing Company,Subtle Shading,IPA - Black / Cascadian Dark Ale,9.2,1,4.25
22154,Tired Hands Brewing Company,SuchUnique,IPA - Imperial,8.2,27,4.21
22155,Tired Hands Brewing Company,Summit Flowers,Farmhouse Ale - Saison,4.8,3,4.17
22156,Tired Hands Brewing Company,Sunbather,IPA - American,5.8,28,4.22
22157,Tired Hands Brewing Company,Sunbeam In A Granite Tomb,IPA - American,6.4,3,3.81
22158,Tired Hands Brewing Company,Sunshine Green,IPA - American,6.4,26,3.92
22159,Tired Hands Brewing Company,Sunulate,Farmhouse Ale - Saison,6.4,28,4.0
22160,Tired Hands Brewing Company,Surfing The Zeitgeist,IPA - Imperial,8.1,2,4.21
22161,Tired Hands Brewing Company,Suspended Terror (Cask),IPA - Imperial,7.5,1,4.22
22162,Tired Hands Brewing Company,Sword Swallower Drone Master,Farmhouse Ale - Saison,5.6,15,3.75
22163,Tired Hands Brewing Company,Symbolic Church,IPA - American,6.0,5,4.14
22164,Tired Hands Brewing Company,Synapse Collapse,Farmhouse Ale - Saison,7.6,26,3.76
22165,Tired Hands Brewing Company,Synesis,Farmhouse Ale - Saison,5.4,10,3.73
22166,Tired Hands Brewing Company,S’more Buckle,Old Ale,8.5,1,4.05
22167,Tired Hands Brewing Company,Tabel Lotus,Farmhouse Ale - Saison,3.5,14,3.63
22168,Tired Hands Brewing Company,Tabel Printemps,Farmhouse Ale - Saison,4.8,34,3.88
22169,Tired Hands Brewing Company,Tabel Sacred,Farmhouse Ale - Saison,4.2,37,3.98
22170,Tired Hands Brewing Company,Tabel Suckle,Farmhouse Ale - Saison,3.8,17,3.97
22171,Tired Hands Brewing Company,Tabula Rasa,Farmhouse Ale - Saison,6.2,33,4.16
22172,Tired Hands Brewing Company,Taco Pastorius,Wild Ale,0.0,1,2.64
22173,Tired Hands Brewing Company,Tactile,Pale Ale - American,5.1,4,4.29
22174,Tired Hands Brewing Company,Talkative Jewels,IPA - Imperial,8.0,8,4.02
22175,Tired Hands Brewing Company,Tavna,Farmhouse Ale - Saison,6.6,8,3.56
22176,Tired Hands Brewing Company,Technicolor Extinguisher,IPA - Imperial,8.2,3,4.12
22177,Tired Hands Brewing Company,Technicolour Splendour,IPA - Imperial,8.0,2,3.76
22178,Tired Hands Brewing Company,Temporary Shape Of My Own Person,Farmhouse Ale - Saison,5.2,21,3.63
22179,Tired Hands Brewing Company,The Amazing Criswell,Farmhouse Ale - Saison,6.7,5,3.93
22180,Tired Hands Brewing Company,The Creative Type,IPA - Imperial,9.3,25,4.33
22181,Tired Hands Brewing Company,The Emptiness In Light,Farmhouse Ale - Saison,0.0,11,4.3
22182,Tired Hands Brewing Company,The Emptiness Is Eternal,Farmhouse Ale - Saison,7.0,87,4.44
22183,Tired Hands Brewing Company,The Emptiness Is In Bloom,Farmhouse Ale - Saison,0.0,10,4.35
22184,Tired Hands Brewing Company,The Emptiness Is Not Eternal,Farmhouse Ale - Saison,0.0,63,4.38
22185,Tired Hands Brewing Company,The Emptiness Is the Nature of Pleasure,Farmhouse Ale - Saison,0.0,4,4.15
22186,Tired Hands Brewing Company,The Everyday Complications Of Modern Human Life,Rye Beer,3.5,33,3.99
22187,Tired Hands Brewing Company,The Host,Farmhouse Ale - Saison,0.0,1,4.43
22188,Tired Hands Brewing Company,The Light That Spills Out Of The Hole In Your Head,Pale Ale - American,6.0,275,4.36
22189,Tired Hands Brewing Company,The Lizard Man Of Scape Ore Swamp,IPA - American,6.2,5,4.09
22190,Tired Hands Brewing Company,The Love You Feel Is the Love You Hear,IPA - Imperial,8.2,6,4.09
22191,Tired Hands Brewing Company,The Multiverse,IPA - Imperial,8.1,17,3.86
22192,Tired Hands Brewing Company,The Rest Of Your Life,Farmhouse Ale - Saison,6.4,17,4.02
22193,Tired Hands Brewing Company,The Sleeper Must Awaken,IPA - Imperial,8.2,3,4.25
22194,Tired Hands Brewing Company,The Still-Beating Heart Of The Hummingbird,Farmhouse Ale - Saison,7.0,14,4.16
22195,Tired Hands Brewing Company,The Thing,Sour - Berliner Weisse,6.0,42,4.25
22196,Tired Hands Brewing Company,The Top Of Your Lungs,IPA - American,7.2,14,4.1
22197,Tired Hands Brewing Company,The Trick Is Seeing The Pattern In The Fabric,Farmhouse Ale - Saison,4.8,25,3.97
22198,Tired Hands Brewing Company,There Is Dark,IPA - American,7.3,17,4.0
22199,Tired Hands Brewing Company,There Is Light,IPA - American,6.9,15,4.17
22200,Tired Hands Brewing Company,There Is No Dark Energy,Stout - Irish Dry,3.2,4,3.71
22201,Tired Hands Brewing Company,There Is No Planet B,Farmhouse Ale - Saison,6.6,7,3.96
22202,Tired Hands Brewing Company,Thick Ambient,Farmhouse Ale - Saison,5.6,5,4.09
22203,Tired Hands Brewing Company,Things Behind the Sun,IPA - Imperial,8.3,20,4.01
22204,Tired Hands Brewing Company,Third Level,IPA - American,6.2,24,4.33
22205,Tired Hands Brewing Company,This Is Supposed To Be Fun,Barleywine - American,8.2,11,3.82
22206,Tired Hands Brewing Company,Threnody,Pale Ale - American,6.0,1,4.23
22207,Tired Hands Brewing Company,Thriving On Chaos,Farmhouse Ale - Saison,6.0,5,3.92
22208,Tired Hands Brewing Company,Throbbing Grisette,Farmhouse Ale - Saison,5.0,21,3.72
22209,Tired Hands Brewing Company,Tie-Dye Cloak,IPA - Imperial,9.6,0,0.0
22210,Tired Hands Brewing Company,Timewind,IPA - New England,8.8,14,4.29
22211,Tired Hands Brewing Company,Today Will Be A Good Day,IPA - American,6.0,45,4.03
22212,Tired Hands Brewing Company,Tom's Hands,Farmhouse Ale - Saison,6.0,17,4.36
22213,Tired Hands Brewing Company,Tombstone Yardsale,Farmhouse Ale - Saison,5.5,10,3.71
22214,Tired Hands Brewing Company,Torch of the Mystics,Farmhouse Ale - Saison,6.9,5,4.03
22215,Tired Hands Brewing Company,Tortoise,Red Ale - American Amber / Red,6.7,30,3.78
22216,Tired Hands Brewing Company,Totaliton,IPA - American,5.0,6,3.84
22217,Tired Hands Brewing Company,Toy Dogs & Yachts,IPA - American,4.4,32,3.93
22218,Tired Hands Brewing Company,Trail Of Light,IPA - American,6.0,1,3.5
22219,Tired Hands Brewing Company,Tralfamadorian,Farmhouse Ale - Bière de Garde,6.8,60,4.29
22220,Tired Hands Brewing Company,Translation Modification,IPA - American,7.0,1,3.82
22221,Tired Hands Brewing Company,Translucent Wisps Of Crispiness,Mild Ale - English Pale,4.7,1,3.16
22222,Tired Hands Brewing Company,Trapper Pie,IPA - Imperial,8.8,38,4.08
22223,Tired Hands Brewing Company,Trapper Pie II,IPA - Imperial,9.2,10,4.0
22224,Tired Hands Brewing Company,Trash Treasure,IPA - American,7.2,9,3.96
22225,Tired Hands Brewing Company,Treaded Options,Farmhouse Ale - Saison,8.3,30,3.74
22226,Tired Hands Brewing Company,Tremendously Ultra Crushable,IPA - American,5.7,4,3.99
22227,Tired Hands Brewing Company,Trendler Doppelbock,Bock - Doppelbock,7.5,4,4.02
22228,Tired Hands Brewing Company,Trendler IPL,Lager - India Pale Lager (IPL),4.2,23,3.67
22229,Tired Hands Brewing Company,Trendler Lager,Lager - American,4.2,22,3.78
22230,Tired Hands Brewing Company,Trendler Rauch,Lager - Rauchbier,5.3,9,3.66
22231,Tired Hands Brewing Company,Trigonometry Of Squares,Porter - American,6.3,20,4.12
22232,Tired Hands Brewing Company,Triple Milkshake IPA - Key Lime Pie,IPA - New England,10.4,2,4.22
22233,Tired Hands Brewing Company,Trois Enfants: Lazy Feet,Farmhouse Ale - Saison,5.3,23,4.16
22234,Tired Hands Brewing Company,Troll Fat,Farmhouse Ale - Saison,6.1,12,3.9
22235,Tired Hands Brewing Company,TropHands,IPA - American,4.8,3,4.33
22236,Tired Hands Brewing Company,Truth Bombs,Farmhouse Ale - Saison,6.9,24,4.43
22237,Tired Hands Brewing Company,Tuff Leather,Farmhouse Ale - Saison,1.5,16,3.83
22238,Tired Hands Brewing Company,Uncle Ant,Farmhouse Ale - Saison,5.1,25,3.88
22239,Tired Hands Brewing Company,Uncle Danny's Bitter,Bitter - English,4.7,5,3.72
22240,Tired Hands Brewing Company,Under Pressure,Farmhouse Ale - Bière de Garde,7.6,4,4.01
22241,Tired Hands Brewing Company,Undertow (2017),Farmhouse Ale - Saison,7.8,4,3.94
22242,Tired Hands Brewing Company,Unholy & Disjointed,IPA - New England,8.0,2,4.16
22243,Tired Hands Brewing Company,Uni'd Bruin,Sour - Flanders Oud Bruin,5.0,14,3.96
22244,Tired Hands Brewing Company,Unimpressive View,Farmhouse Ale - Saison,5.5,3,3.77
22245,Tired Hands Brewing Company,Unnamed Echo,Wild Ale,8.0,13,4.1
22246,Tired Hands Brewing Company,UnSun,Porter - American,7.7,19,3.84
22247,Tired Hands Brewing Company,UnSun - Cacao Nibs And Pasilla Peppers,Porter - American,7.7,4,3.59
22248,Tired Hands Brewing Company,UnSun - Madagascar Vanilla Beans,Porter - American,7.7,7,4.0
22249,Tired Hands Brewing Company,Utopian Mutoid Tirade,IPA - American,7.1,6,4.13
22250,Tired Hands Brewing Company,Uyawa Pog,IPA - Imperial,8.0,70,4.46
22251,Tired Hands Brewing Company,Vampire,IPA - American,7.0,50,4.15
22252,Tired Hands Brewing Company,Vindicated Pompadour,Farmhouse Ale - Saison,5.8,7,4.01
22253,Tired Hands Brewing Company,Virgins & Diamonds,IPA - American,4.2,61,4.14
22254,Tired Hands Brewing Company,Vision Creep,Pale Ale - American,5.9,50,4.14
22255,Tired Hands Brewing Company,Vision Creep - Dry-Hopped With Amarillo,Pale Ale - American,5.9,7,4.01
22256,Tired Hands Brewing Company,VOID Ego VOID,Stout - American Imperial,9.8,31,4.11
22257,Tired Hands Brewing Company,VOID Ice VOID - Vanilla Beans,Stout - American Imperial,13.0,3,4.0
22258,Tired Hands Brewing Company,Waiting Around For The Trees To Decompose,IPA - Imperial,8.8,4,4.05
22259,Tired Hands Brewing Company,Waiting For The Blood,IPA - American,6.8,4,4.24
22260,Tired Hands Brewing Company,Waiting For The Bloom,IPA - American,6.0,48,4.13
22261,Tired Hands Brewing Company,Waiting For The Gloom,IPA - American,6.7,15,3.89
22262,Tired Hands Brewing Company,Warm Weekend,IPA - American,7.5,0,0.0
22263,Tired Hands Brewing Company,Watcher In The Dark,IPA - Black / Cascadian Dark Ale,6.0,21,3.98
22264,Tired Hands Brewing Company,Wayward Canoe,Mild Ale - English Dark,4.2,2,4.21
22265,Tired Hands Brewing Company,We Are 138,IPA - Black / Cascadian Dark Ale,7.6,40,4.27
22266,Tired Hands Brewing Company,WeedEater,IPA - Imperial,9.3,97,4.2
22267,Tired Hands Brewing Company,WeedManDudeGuy,IPA - American,5.2,8,4.01
22268,Tired Hands Brewing Company,Werewolf,Farmhouse Ale - Bière de Garde,5.2,15,3.62
22269,Tired Hands Brewing Company,Westy13,Quadrupel (Quad),13.0,66,3.86
22270,Tired Hands Brewing Company,We’re Done With Monkish,Farmhouse Ale - Saison,5.6,4,4.19
22271,Tired Hands Brewing Company,WHALAGOS,Farmhouse Ale - Saison,7.5,10,4.13
22272,Tired Hands Brewing Company,When You Die Your Energy Will Become...,IPA - American,7.1,25,4.28
22273,Tired Hands Brewing Company,Whimper,IPA - American,4.2,9,3.97
22274,Tired Hands Brewing Company,WiggleWürm,IPA - Imperial,9.2,37,4.2
22275,Tired Hands Brewing Company,Wilbur,IPA - American,5.9,23,3.86
22276,Tired Hands Brewing Company,Window Mirror Section,Farmhouse Ale - Saison,6.8,10,4.36
22277,Tired Hands Brewing Company,WisdomTeeth,Pale Ale - American,6.0,36,4.16
22278,Tired Hands Brewing Company,Witch Speak,IPA - American,6.3,18,4.12
22279,Tired Hands Brewing Company,"Wolf, Chipmunk, Worm",Porter - American,7.8,15,3.66
22280,Tired Hands Brewing Company,"Wolf, Chipmunk, Worm - Vanilla Beans (Cask)",Porter - American,7.8,5,4.17
22281,Tired Hands Brewing Company,Words,IPA - American,6.9,1,3.93
22282,Tired Hands Brewing Company,Worldwide Tech Solutions,IPA - American,7.3,2,3.88
22283,Tired Hands Brewing Company,Wound,IPA - American,7.3,14,4.04
22284,Tired Hands Brewing Company,Wuss,IPA - American,6.6,12,3.78
22285,Tired Hands Brewing Company,Yeast And Cats,Farmhouse Ale - Saison,6.4,33,3.88
22286,Tired Hands Brewing Company,Yellow Fog,Sour - Berliner Weisse,3.7,5,3.74
22287,Tired Hands Brewing Company,Yellow Fuzz,IPA - American,7.2,40,4.08
22288,Tired Hands Brewing Company,"Yes, Yes, Yes, Killing The Ego",Farmhouse Ale - Saison,5.8,35,3.56
22289,Tired Hands Brewing Company,You Are The Emptiness,Farmhouse Ale - Saison,7.0,68,4.38
22290,Tired Hands Brewing Company,"You're Not Dead, Chill Out",Pilsner - German,4.3,6,3.68
22291,Tired Hands Brewing Company,Yumb,IPA - Belgian,7.5,13,4.02
22292,Tired Hands Brewing Company,Yup,Blonde Ale - American,5.1,12,3.79
22293,Tired Hands Brewing Company,Zephyrus,Farmhouse Ale - Saison,7.2,23,4.07
22294,Victory Brewing Company - Downingtown,4 Front IPA,IPA - American,5.5,112,3.53
22295,Victory Brewing Company - Downingtown,Abbey 5,Pale Ale - Belgian,0.0,21,3.66
22296,Victory Brewing Company - Downingtown,Abbey IPA,IPA - Belgian,7.8,18,3.75
22297,Victory Brewing Company - Downingtown,Air Drop,Lager - American,6.1,2,4.01
22298,Victory Brewing Company - Downingtown,Alley Brewing Company - Pale Lager,Lager - American,0.0,1,3.42
22299,Victory Brewing Company - Downingtown,Altbier,Altbier,4.5,65,3.89
22300,Victory Brewing Company - Downingtown,Autumn Harvest,Wheat Beer - American Pale,5.0,1,3.6
22301,Victory Brewing Company - Downingtown,Bags Packed Porter,Porter - American,5.8,13,4.05
22302,Victory Brewing Company - Downingtown,Black IPA,IPA - Black / Cascadian Dark Ale,6.2,22,3.84
22303,Victory Brewing Company - Downingtown,Blackboard Series #2 - Dry-Hopped Brett Pils,Brett Beer,5.5,44,3.78
22304,Victory Brewing Company - Downingtown,Blackboard Series #7 - Black Forest Cake Stout with Cherry,Stout - American,7.5,150,3.72
22305,Victory Brewing Company - Downingtown,Blood Orange IPA with Agave,IPA - American,7.0,61,3.5
22306,Victory Brewing Company - Downingtown,Bon Vivant,Farmhouse Ale - Saison,7.0,3,3.82
22307,Victory Brewing Company - Downingtown,Bottom's Up Brown,Brown Ale - American,0.0,7,3.67
22308,Victory Brewing Company - Downingtown,Braumeister Pils,Pilsner - German,5.5,291,4.01
22309,Victory Brewing Company - Downingtown,Braumeister Pils (Spalt Hops),Pilsner - German,5.3,26,3.94
22310,Victory Brewing Company - Downingtown,Brotherly Love,IPA - New England,6.0,22,3.82
22311,Victory Brewing Company - Downingtown,Cage Radler,Fruit and Field Beer,3.0,130,3.56
22312,Victory Brewing Company - Downingtown,CBC Terroir Pils,Pilsner - German,5.2,2,3.85
22313,Victory Brewing Company - Downingtown,Chickie's And Pete's 77 Lager,Lager - Helles,4.8,1,4.08
22314,Victory Brewing Company - Downingtown,Chocolate Rye Smoked Porter,Porter - Smoked,5.6,1,3.94
22315,Victory Brewing Company - Downingtown,Classic,Lager - Helles,4.8,12,3.77
22316,Victory Brewing Company - Downingtown,Cloud Walker,IPA - New England,6.8,172,3.95
22317,Victory Brewing Company - Downingtown,Cosmic Connection,IPA - New England,8.0,21,4.08
22318,Victory Brewing Company - Downingtown,CrAbbey Ale,Pale Ale - Belgian,5.2,64,3.66
22319,Victory Brewing Company - Downingtown,D'Town #11 (Smash IPA: Pilsner Malts & Mosaic Hops),IPA - American,6.6,1,4.0
22320,Victory Brewing Company - Downingtown,D'town Draft Special Bitter,Bitter - English Extra Special / Strong Bitter (ESB),5.3,8,4.06
22321,Victory Brewing Company - Downingtown,D'Town Drafts: Donnybrook Extra Stout,Stout - Foreign / Export,5.8,2,3.95
22322,Victory Brewing Company - Downingtown,D'town Fresh Hopped Session IPA,IPA - American,4.6,13,4.04
22323,Victory Brewing Company - Downingtown,D'town Milk Stout,Stout - Sweet / Milk,5.8,12,3.93
22324,Victory Brewing Company - Downingtown,D-Town IPA #1,IPA - American,5.6,3,3.59
22325,Victory Brewing Company - Downingtown,D-Town IPA #2,IPA - American,6.4,2,3.88
22326,Victory Brewing Company - Downingtown,D-Town Vienna,Lager - Vienna,5.5,1,3.25
22327,Victory Brewing Company - Downingtown,DDH Dirtwolf,IPA - Imperial,9.6,0,0.0
22328,Victory Brewing Company - Downingtown,DirtWolf,IPA - Imperial,8.7,6833,4.3
22329,Victory Brewing Company - Downingtown,Donnybrook Stout,Stout - Irish Dry,3.7,521,3.67
22330,Victory Brewing Company - Downingtown,Donnybrook Stout (w/ Vanilla Beans In The Cask),Stout - Irish Dry,3.7,1,3.68
22331,Victory Brewing Company - Downingtown,Dtown #8,Wild Ale,5.9,1,3.82
22332,Victory Brewing Company - Downingtown,D’Town IPA #5,IPA - American,6.5,1,4.0
22333,Victory Brewing Company - Downingtown,Easy Ringer,IPA - American,4.3,45,3.34
22334,Victory Brewing Company - Downingtown,Export Lager,Lager - European / Dortmunder Export,5.3,8,3.92
22335,Victory Brewing Company - Downingtown,Fancy French Toast,Brown Ale - American,10.1,1,3.75
22336,Victory Brewing Company - Downingtown,Festbier,Lager - Märzen / Oktoberfest,5.6,2079,3.7
22337,Victory Brewing Company - Downingtown,Fists Of Feury,Herb and Spice Beer,5.5,4,3.76
22338,Victory Brewing Company - Downingtown,Fizzy Bizness,IPA - Brut,7.2,25,3.77
22339,Victory Brewing Company - Downingtown,Frische Weisse,Sour - Berliner Weisse,5.2,42,3.78
22340,Victory Brewing Company - Downingtown,Gassy Jack Bitter,Bitter - English,4.9,7,3.64
22341,Victory Brewing Company - Downingtown,Gold Rush Ale,Pale Ale - American,5.3,9,4.09
22342,Victory Brewing Company - Downingtown,Golden Monkey,Tripel,9.5,6092,3.75
22343,Victory Brewing Company - Downingtown,Golding Glow Ale,Pale Ale - English,5.6,14,3.57
22344,Victory Brewing Company - Downingtown,Greenhouse Saison,Farmhouse Ale - Saison,5.4,19,3.61
22345,Victory Brewing Company - Downingtown,Greenhouse Tavern Lager,Lager - American,0.0,3,3.65
22346,Victory Brewing Company - Downingtown,Hallertauer Pils,Pilsner - German,0.0,16,3.99
22347,Victory Brewing Company - Downingtown,Hard Times Lager,Lager - Adjunct,0.0,3,4.2
22348,Victory Brewing Company - Downingtown,Harvest Ale,Pale Ale - American,6.5,1,3.75
22349,Victory Brewing Company - Downingtown,Headwaters Pale Ale,Pale Ale - American,5.2,2634,3.92
22350,Victory Brewing Company - Downingtown,Helios (V Saison),Farmhouse Ale - Saison,7.5,1098,3.86
22351,Victory Brewing Company - Downingtown,Hip Czech,Pilsner - Bohemian / Czech,4.8,65,3.78
22352,Victory Brewing Company - Downingtown,Home Grown,Lager - American,4.8,259,3.77
22353,Victory Brewing Company - Downingtown,Hop Ranch,IPA - Imperial,9.0,2441,4.22
22354,Victory Brewing Company - Downingtown,Hop Ticket Black IPA,IPA - Black / Cascadian Dark Ale,6.6,52,3.93
22355,Victory Brewing Company - Downingtown,Hop Ticket Dry Hopped Saison,Farmhouse Ale - Saison,6.0,37,3.81
22356,Victory Brewing Company - Downingtown,Hop Ticket Sticke Alt,Altbier,6.9,7,3.83
22357,Victory Brewing Company - Downingtown,Hop Wallop,IPA - American,7.5,3818,4.12
22358,Victory Brewing Company - Downingtown,HopDevil,IPA - American,6.7,7593,4.08
22359,Victory Brewing Company - Downingtown,Hoppy Quad,Quadrupel (Quad),13.0,185,4.02
22360,Victory Brewing Company - Downingtown,Imperial Cloud Walker,IPA - Imperial,9.6,9,4.15
22361,Victory Brewing Company - Downingtown,Jarrylo IPA,IPA - American,6.0,17,3.69
22362,Victory Brewing Company - Downingtown,Java Cask,Stout - American Imperial,14.3,592,4.31
22363,Victory Brewing Company - Downingtown,Java Latte,Stout - Sweet / Milk,8.2,74,3.92
22364,Victory Brewing Company - Downingtown,Jubilee,Bière de Champagne / Bière Brut,12.0,55,3.89
22365,Victory Brewing Company - Downingtown,Juice Boost,Wild Ale,7.2,52,3.75
22366,Victory Brewing Company - Downingtown,Kirsch Gose,Sour - Fruited Kettle Sour,4.7,1137,3.96
22367,Victory Brewing Company - Downingtown,KSQ Dark Stout,Stout - American,4.7,1,3.37
22368,Victory Brewing Company - Downingtown,KSQ Integral IPA,IPA - American,5.9,1,3.87
22369,Victory Brewing Company - Downingtown,Kühl Kölsch,Kölsch,4.9,98,3.82
22370,Victory Brewing Company - Downingtown,Liberty Bell Ringer,IPA - Imperial,8.7,226,4.11
22371,Victory Brewing Company - Downingtown,Limey Gose,Sour - Gose,4.7,71,3.97
22372,Victory Brewing Company - Downingtown,Longwood Grapefruit Solstice,Blonde Ale - American,4.9,2,3.63
22373,Victory Brewing Company - Downingtown,Longwood Oro Blanco,Wheat Beer - American Pale,5.3,8,3.57
22374,Victory Brewing Company - Downingtown,Mad King's Weiss,Wheat Beer - Hefeweizen,6.2,457,3.87
22375,Victory Brewing Company - Downingtown,Merry Monkey,Strong Ale - Belgian Pale,10.0,61,3.92
22376,Victory Brewing Company - Downingtown,Mighty Things,IPA - Imperial,8.3,265,4.03
22377,Victory Brewing Company - Downingtown,Molly's Hop Clover,IPA - American,6.5,4,3.85
22378,Victory Brewing Company - Downingtown,Moonglow Weizenbock,Bock - Weizenbock,8.7,1478,4.07
22379,Victory Brewing Company - Downingtown,Moxee Session IPA,IPA - American,4.6,8,3.38
22380,Victory Brewing Company - Downingtown,Nitro Milk Stout,Stout - Sweet / Milk,5.8,3,3.88
22381,Victory Brewing Company - Downingtown,No Brainer,IPA - American,6.8,151,3.74
22382,Victory Brewing Company - Downingtown,Old City Brewhouse IPA,IPA - American,0.0,1,4.0
22383,Victory Brewing Company - Downingtown,Old Horizontal,Barleywine - American,11.0,1937,4.06
22384,Victory Brewing Company - Downingtown,OroBlanco,Wheat Beer - American Pale,5.3,4,3.37
22385,Victory Brewing Company - Downingtown,P.J.W. Copper Lager,Lager - Vienna,5.6,70,3.47
22386,Victory Brewing Company - Downingtown,PJW 30th Anniversary Ale,IPA - American,5.0,17,3.8
22387,Victory Brewing Company - Downingtown,Play Action Pils,Pilsner - German,4.8,5,3.73
22388,Victory Brewing Company - Downingtown,Prima Dry-Hopped Select Pils,Pilsner - German,5.3,1,4.05
22389,Victory Brewing Company - Downingtown,Prima Pils,Pilsner - German,5.3,5468,4.05
22390,Victory Brewing Company - Downingtown,Pursuit Of Pale Ale,Pale Ale - American,5.0,37,3.74
22391,Victory Brewing Company - Downingtown,Rauch Porter,Porter - American,5.7,23,3.86
22392,Victory Brewing Company - Downingtown,Round Robin,Lager - Helles,4.6,6,3.53
22393,Victory Brewing Company - Downingtown,Rum Monkey,Tripel,14.3,1,4.45
22394,Victory Brewing Company - Downingtown,Rye Score,Wheat Beer - Hefeweizen,6.0,1,3.31
22395,Victory Brewing Company - Downingtown,Saison,Farmhouse Ale - Saison,7.6,35,3.72
22396,Victory Brewing Company - Downingtown,Saison Du BUFF,Farmhouse Ale - Saison,6.8,692,3.85
22397,Victory Brewing Company - Downingtown,Sands Casino Lager,Lager - Adjunct,5.0,2,3.0
22398,Victory Brewing Company - Downingtown,Saphir Pils,Pilsner - German,5.0,15,3.98
22399,Victory Brewing Company - Downingtown,Scarlet Sunset,Smoked Beer,6.2,9,3.79
22400,Victory Brewing Company - Downingtown,Schwartzwalder Pils,Pilsner - German,5.3,3,4.0
22401,Victory Brewing Company - Downingtown,Schwarz Pils,Pilsner - German,4.9,33,3.85
22402,Victory Brewing Company - Downingtown,Sommerbock,Bock - Maibock,6.7,9,3.85
22403,Victory Brewing Company - Downingtown,Sour Monkey,Tripel,9.5,1158,4.04
22404,Victory Brewing Company - Downingtown,Sour Monkey Remix,Wild Ale,9.5,16,4.21
22405,Victory Brewing Company - Downingtown,Spalt Pils,Pilsner - German,4.8,4,3.76
22406,Victory Brewing Company - Downingtown,Spring Saison Session Ale,Farmhouse Ale - Saison,4.5,17,3.28
22407,Victory Brewing Company - Downingtown,St. Victorious,Bock - Doppelbock,7.6,579,4.08
22408,Victory Brewing Company - Downingtown,Storm King (Raspberry Variant),Stout - American Imperial,11.0,2,4.05
22409,Victory Brewing Company - Downingtown,"Storm King - Vanilla Beans, Cocoa Nibs, Rye Whiskey Oak Spirals",Stout - American Imperial,9.2,1,4.42
22410,Victory Brewing Company - Downingtown,Storm King Nitro,Stout - American Imperial,9.1,6,4.1
22411,Victory Brewing Company - Downingtown,Storm King Stout,Stout - American Imperial,9.1,6058,4.08
22412,Victory Brewing Company - Downingtown,Summa Ale,Wheat Beer - Hefeweizen,5.9,8,4.05
22413,Victory Brewing Company - Downingtown,Summer Hazy Love,IPA - New England,5.5,12,3.83
22414,Victory Brewing Company - Downingtown,Summer Love,Blonde Ale - American,5.2,2412,3.72
22415,Victory Brewing Company - Downingtown,Sunny Monkey,Blonde Ale - Belgian,4.5,3,3.39
22416,Victory Brewing Company - Downingtown,Sunnybrook Auburn,Lager - Vienna,5.3,4,3.86
22417,Victory Brewing Company - Downingtown,Sunnybrook Blonde,Blonde Ale - American,5.0,5,3.9
22418,Victory Brewing Company - Downingtown,Tart Monkey,Wild Ale,4.9,26,3.78
22419,Victory Brewing Company - Downingtown,Tart Ten,Wild Ale,10.0,135,3.88
22420,Victory Brewing Company - Downingtown,Ten Years Alt,Altbier,8.5,266,3.96
22421,Victory Brewing Company - Downingtown,Tettnanger Pils,Pilsner - German,0.0,22,3.97
22422,Victory Brewing Company - Downingtown,The Pour House IPA,IPA - American,6.7,3,3.63
22423,Victory Brewing Company - Downingtown,Three Ring Ale,Pale Ale - American,0.0,3,3.84
