,Brewery Name,Beer Name,Beer Type,ABV %,Num of Ratings,Avg Rating
5248,Stone Brewing,Ruination IPA - Blonde Roasted Coffee Beans,IPA - American,8.2,9,3.67
5249,Stone Brewing,"Ruination IPA - Blood Orange, Vanilla And Mosaic Hops",IPA - Imperial,8.2,1,4.31
5250,Stone Brewing,"Ruination IPA - Blueberries, Mangoes, Cherries And Chipotle Peppers",IPA - Imperial,8.2,2,4.0
5251,Stone Brewing,Ruination IPA - Cherries And American Oak,IPA - Imperial,7.7,3,3.67
5252,Stone Brewing,Ruination IPA - Chipotle Peppers,IPA - Imperial,7.7,2,3.5
5253,Stone Brewing,Ruination IPA - Citra,IPA - American,8.2,6,4.07
5254,Stone Brewing,"Ruination IPA - Cold-Smoked Centennial Hops, Lemon Peel, Ginger And Honey",IPA - Imperial,8.2,2,4.2
5255,Stone Brewing,Ruination IPA - Columbus And Chinook Hops,IPA - Imperial,7.7,8,4.2
5256,Stone Brewing,Ruination IPA - Columbus Hops,IPA - Imperial,7.7,1,4.24
5257,Stone Brewing,Ruination IPA - Double Dry-Hopped With Calypso,IPA - Imperial,7.7,15,4.18
5258,Stone Brewing,Ruination IPA - Double Dry-Hopped With Centennial Hops And American Oak,IPA - Imperial,7.7,5,4.1
5259,Stone Brewing,Ruination IPA - Double Dry-Hopped With Oak,IPA - Imperial,7.7,8,4.23
5260,Stone Brewing,"Ruination IPA - El Dorado Hops, Cilantro And Pineapple",IPA - Imperial,7.7,4,3.89
5261,Stone Brewing,Ruination IPA - Habañero Peppers,IPA - Imperial,7.75,15,3.67
5262,Stone Brewing,Ruination IPA - Jasmine Tea And Mosaic Hops,IPA - Imperial,7.7,3,3.83
5263,Stone Brewing,Ruination IPA - Kentucky Bourbon Barrel-Aged,IPA - Imperial,7.8,53,3.94
5264,Stone Brewing,"Ruination IPA - Motueka, Columbus, And Cascade Hops",IPA - Imperial,7.7,4,4.05
5265,Stone Brewing,Ruination IPA - Oaked And Double Dry-Hopped,IPA - Imperial,7.7,26,4.2
5266,Stone Brewing,Ruination IPA - Orange Peel And Vanilla,IPA - Imperial,7.2,12,3.94
5267,Stone Brewing,Ruination IPA - Simcoe,IPA - Imperial,7.7,13,4.09
5268,Stone Brewing,Ruination IPA - Simcoe And Lemondrop,IPA - Imperial,7.7,2,4.12
5269,Stone Brewing,Ruination IPA - Triple Dry-Hopped,IPA - Imperial,7.7,11,4.34
5270,Stone Brewing,Ruination IPA - Tropical Heat Edition,IPA - Imperial,7.7,88,3.95
5271,Stone Brewing,Ruination IPA - Watermelon And Lemon Peel,IPA - Imperial,7.7,3,4.0
5272,Stone Brewing,Ruination IPA - White Sage And Szechuan Peppercorn,IPA - Imperial,7.7,4,3.94
5273,Stone Brewing,RuinTen Triple IPA,IPA - Imperial,10.8,5863,4.33
5274,Stone Brewing,RuinTen Triple IPA - Double Dry-Hopped With Centennial And Citra,IPA - Imperial,10.8,13,4.29
5275,Stone Brewing,RuinTen Triple IPA - Orange Peel And Vanilla Bean,IPA - Imperial,10.8,215,3.99
5276,Stone Brewing,Rye-Son,Rye Beer,6.38,6,3.98
5277,Stone Brewing,Sabbatical IPA,IPA - American,9.01,6,3.95
5278,Stone Brewing,Saison - Bartlett Pears,Farmhouse Ale - Saison,6.0,1,3.58
5279,Stone Brewing,Saison Du BUFF,Farmhouse Ale - Saison,6.8,1347,3.84
5280,Stone Brewing,Saison Du BUFF - Red & White Wine Barrel,Farmhouse Ale - Saison,9.3,5,4.35
5281,Stone Brewing,Saison Du BUFF - Red Wine Barrel-Aged,Farmhouse Ale - Saison,7.9,38,3.65
5282,Stone Brewing,Salty Gamer,Sour - Gose,4.7,1,3.75
5283,Stone Brewing,San Diego County Session Ale,Pale Ale - American,4.2,376,4.02
5284,Stone Brewing,Saures Übel,Sour - Berliner Weisse,9.5,3,4.15
5285,Stone Brewing,Sawyer's Triple,Tripel,7.6,139,4.05
5286,Stone Brewing,Scarlet Madigan,Red Ale - Irish,4.92,5,3.86
5287,Stone Brewing,Sea-dy As It Gose,Sour - Gose,6.2,2,3.82
5288,Stone Brewing,Session Black IPA,IPA - Black / Cascadian Dark Ale,5.6,4,4.1
5289,Stone Brewing,Shadowbinder,Sour - Gose,4.5,1,3.75
5290,Stone Brewing,Single Hop IPA - Fantasia,IPA - American,7.0,2,3.47
5291,Stone Brewing,Single Hop IPA - Steiner Centennials,IPA - American,6.9,2,3.43
5292,Stone Brewing,Single Hop IPA - TNT,IPA - American,6.9,0,0.0
5293,Stone Brewing,Slapping Violets,Kölsch,5.5,4,3.35
5294,Stone Brewing,Smoked Porter - American Oak,Porter - Smoked,5.9,10,4.15
5295,Stone Brewing,Smoked Porter - Blackberries And Cinnamon,Porter - Smoked,5.9,1,4.0
5296,Stone Brewing,Smoked Porter - Bourbon Barrel-Aged,Porter - Smoked,6.0,24,3.92
5297,Stone Brewing,Smoked Porter - Brandy Barrel-Aged,Porter - Smoked,5.9,7,4.3
5298,Stone Brewing,Smoked Porter - Chipotle Peppers,Porter - Smoked,5.9,1288,3.82
5299,Stone Brewing,Smoked Porter - Chocolate And Orange Peel,Porter - Smoked,5.9,361,3.63
5300,Stone Brewing,Smoked Porter - Coconut,Porter - Smoked,5.9,10,4.05
5301,Stone Brewing,"Smoked Porter - Coconut, Thai Chilies, Ginger Root And Lime Zest",Porter - Smoked,5.9,1,4.17
5302,Stone Brewing,Smoked Porter - Coffee And Cocoa Nibs,Porter - Smoked,5.9,3,4.06
5303,Stone Brewing,Smoked Porter - Congo Coffee And Orange Peel,Porter - Smoked,5.6,20,4.02
5304,Stone Brewing,"Smoked Porter - Dates, Cinnamon, Nutmeg, Cloves And Orange Zest",Porter - Smoked,5.9,1,3.59
5305,Stone Brewing,Smoked Porter - Lowland Scotch Whisky Barrel Aged,Porter - Smoked,11.5,7,3.86
5306,Stone Brewing,"Smoked Porter - Rice Milk, Lactose, Vanilla And Cinnamon (Cask)",Porter - Smoked,5.9,2,4.0
5307,Stone Brewing,Smoked Porter - Roasted Chestnuts,Smoked Beer,5.9,1,4.11
5308,Stone Brewing,Smoked Porter - Vanilla Bean,Porter - Smoked,5.9,2361,3.91
5309,Stone Brewing,"Smoked Porter - Vanilla, Cinnamon And Milk Sugar",Porter - Smoked,5.9,6,3.7
5310,Stone Brewing,Smoked Porter - Vietnamese Coffee And Milk Sugar (Cask),Porter - Smoked,5.9,4,4.04
5311,Stone Brewing,Soaring Dragon,IPA - Imperial,8.0,97,3.91
5312,Stone Brewing,SoCal Hop Salute Black Double IPA,IPA - Black / Cascadian Dark Ale,9.9,17,4.18
5313,Stone Brewing,Sorry Not Sorry IPA,IPA - Imperial,9.3,786,4.14
5314,Stone Brewing,Special Holiday Ale,Winter Warmer,9.0,324,3.95
5315,Stone Brewing,Spice Oddity,Strong Ale - Belgian Dark,11.3,22,3.69
5316,Stone Brewing,Spiced Unicorn Milk,Stout - Sweet / Milk,7.5,27,4.08
5317,Stone Brewing,Spotlight Series: Team Super Visors Light/Gray West Coast White Ale,IPA - American,8.0,2,4.05
5318,Stone Brewing,Spotlight Series: Blood Stone Brown Barley Wine With Cherry Wood,Barleywine - American,10.5,1,3.75
5319,Stone Brewing,Spotlight Series: Caddyshacked,IPA - American,5.0,3,3.67
5320,Stone Brewing,Spotlight Series: Complexxity,Pale Ale - American,8.8,1,4.3
5321,Stone Brewing,Spotlight Series: Imperial Lavender Berliner Weiss,Sour - Berliner Weisse,0.0,3,3.83
5322,Stone Brewing,Spotlight Series: Imperial Mutt Brown Ale,Brown Ale - American,9.0,501,3.88
5323,Stone Brewing,Spotlight Series: Livin' Large - Bourbon Barrel-Aged With Cherries And Plum,Quadrupel (Quad),9.1,1,4.25
5324,Stone Brewing,Spotlight Series: Murk Machine,IPA - American,8.0,1,4.09
5325,Stone Brewing,Spotlight Series: Oatmeal Porter Aged In Bourbon Barrels,Porter - American,6.4,1,4.0
5326,Stone Brewing,Spotlight Series: Pow!,Old Ale,9.03,1,4.52
5327,Stone Brewing,Spotlight Series: Scrü Wit,Wheat Beer - Witbier,8.5,17,3.74
5328,Stone Brewing,Spotlight Series: Spröcketbier,Kölsch,5.4,684,3.79
5329,Stone Brewing,Spotlight Series: Whisperers Sour Saison Blush - Wine Barrel-Aged,Farmhouse Ale - Saison,0.0,1,3.9
5330,Stone Brewing,Sticks N' Stones,Pilsner - Imperial,8.3,12,3.88
5331,Stone Brewing,Stochasticity Project: Grainiac,Red Ale - Imperial,8.5,272,3.91
5332,Stone Brewing,Stochasticity Project: Hibiscusicity,Strong Ale - Belgian Pale,7.4,447,3.72
5333,Stone Brewing,Stochasticity Project: HiFi+LoFi Mixtape,Strong Ale - American,8.8,467,3.66
5334,Stone Brewing,Stochasticity Project: Master Of Disguise,Stout - American Imperial,9.7,938,3.81
5335,Stone Brewing,Stochasticity Project: Quadrotriticale,Quadrupel (Quad),9.3,884,3.8
5336,Stone Brewing,Stochasticity Project: Quadrotriticale - Red Wine Barrel-Aged,Quadrupel (Quad),9.3,10,4.15
5337,Stone Brewing,Stochasticity Project: Varna Necropolis,Strong Ale - Belgian Pale,8.6,49,3.68
5338,Stone Brewing,Stochasticity Project: Your Father Smelt Of Elderberries,Fruit and Field Beer,10.3,419,3.61
5339,Stone Brewing,Stone / Aces & Ales - ARTic Dust,Pale Ale - American,5.8,3,4.22
5340,Stone Brewing,Stone / Aisha Tyler - Stone Cold Fox,IPA - Black / Cascadian Dark Ale,7.9,3,3.99
5341,Stone Brewing,Stone / Bridge Road - Red Stone Road,Red Ale - American Amber / Red,4.8,2,3.48
5342,Stone Brewing,Stone / Jason Fields / Kevin Sheppard / Tröegs Cherry Chocolate Stout,Stout - Sweet / Milk,7.3,687,3.77
5343,Stone Brewing,Stone / Jason Fields / Kevin Sheppard / Tröegs Cherry Chocolate Stout - Ry,Stout - Sweet / Milk,11.6,28,3.89
5344,Stone Brewing,Stone / Juli Goldenberg / Monkey Paw 24 Carrot Golden Ale,Strong Ale - Belgian Pale,8.5,461,3.7
5345,Stone Brewing,Stone / Ken Schmidt / Iron Fist Mint Chocolate Imperial Stout,Stout - American Imperial,9.6,736,4.12
5346,Stone Brewing,"Stone / Ken Schmidt / Maui Kona Coffee, Macadamia, Coconut Porter",Porter - American,8.5,334,4.16
5347,Stone Brewing,"Stone / Ken Schmidt / Maui Kona Coffee, Macadamia, Coconut Porter - Bourbo",Porter - American,9.0,93,4.45
5348,Stone Brewing,Stone / Keri Kelli / Kyle Hollingsworth Collective Distortion IPA,IPA - Imperial,9.3,1015,3.93
5349,Stone Brewing,Stone / Kevin Eastman It’s Pizza Time,Farmhouse Ale - Saison,5.9,7,3.73
5350,Stone Brewing,Stone / Miguel Ceja Andrade / Brandon Berube - Merc Machine,IPA - Imperial,9.0,82,4.16
5351,Stone Brewing,Stone / Miles McLennan - Mo' Hopt Lager,Lager - American,6.5,0,0.0
5352,Stone Brewing,Stone / Pizza Port / Saint Archer - Unite Pale Ale,Pale Ale - American,4.0,5,3.65
5353,Stone Brewing,Stone / Robert & Ryan / Rip Current - R&R Coconut IPA,IPA - American,7.7,1191,3.7
5354,Stone Brewing,Stone / Ron Pattinson / Chuck Alek - Colonel Sykes East India Porter,Porter - English,4.5,10,4.15
5355,Stone Brewing,Stone / Waypoint Public - Amanda Vs. The Arbolcots,Farmhouse Ale - Saison,6.2,2,3.75
5356,Stone Brewing,Stone Berlin / Stone / The Bruery - Fahrt die Ziege,Wheat Beer - American Pale,11.5,5,4.06
5357,Stone Brewing,Stone Farms Dandelion IPA,IPA - American,6.9,9,3.59
5358,Stone Brewing,Stone Farms Fresh Hop Ale,IPA - American,7.4,0,0.0
5359,Stone Brewing,Stone Farms Lavender Pale Ale,Pale Ale - American,5.4,6,3.68
5360,Stone Brewing,Stone Liberty Station / Congregation Ales - House Cut Oatmeal Stout,Stout - American,6.7,0,0.0
5361,Stone Brewing,Stone Liberty Station / Congregation Ales - Stone Cut Oatmeal Stout,Stout - American,6.7,0,0.0
5362,Stone Brewing,Stone Liberty Station / Garage Project - Stone Fresh And Fruity,Pale Ale - American,5.9,1,4.1
5363,Stone Brewing,Stone Xocoveza - Charred,Stout - Sweet / Milk,10.0,637,4.27
5364,Stone Brewing,Stone Xocoveza - Extra Añejo,Stout - Sweet / Milk,12.2,127,4.14
5365,Stone Brewing,StoneWall Ale,Barleywine - American,12.8,88,4.39
5366,Stone Brewing,Stripped Away IPA,IPA - American,8.06,6,4.07
5367,Stone Brewing,Stygian Descent,IPA - Black / Cascadian Dark Ale,11.6,146,4.22
5368,Stone Brewing,"Sublimely Self-Righteous Black IPA - Aji Mirasol Chili, Mango And Cranberry",IPA - Black / Cascadian Dark Ale,8.7,1,3.5
5369,Stone Brewing,Sublimely Self-Righteous Black IPA - Amarillo,IPA - Black / Cascadian Dark Ale,8.7,8,4.24
5370,Stone Brewing,Sublimely Self-Righteous Black IPA - Black Mission Figs & Valencia Orange P,IPA - Black / Cascadian Dark Ale,8.7,5,4.13
5371,Stone Brewing,Sublimely Self-Righteous Black IPA - Blood Orange Peel And Cherries,IPA - Black / Cascadian Dark Ale,8.7,34,4.06
5372,Stone Brewing,Sublimely Self-Righteous Black IPA - Cherry,IPA - Black / Cascadian Dark Ale,8.7,6,3.96
5373,Stone Brewing,Sublimely Self-Righteous Black IPA - Cherry And Spruce Tips,IPA - Black / Cascadian Dark Ale,8.7,1,3.5
5374,Stone Brewing,Sublimely Self-Righteous Black IPA - Cumin And Cayenne Pepper,IPA - Black / Cascadian Dark Ale,8.7,2,4.18
5375,Stone Brewing,Sublimely Self-Righteous Black IPA - Double Dry-Hopped,IPA - Black / Cascadian Dark Ale,8.7,128,4.33
5376,Stone Brewing,Sublimely Self-Righteous Black IPA - Espresso Beans,IPA - Black / Cascadian Dark Ale,8.7,42,4.2
5377,Stone Brewing,"Sublimely Self-Righteous Black IPA - Nutmeg, Allspice, Cinnamon & Orange Pe",IPA - Black / Cascadian Dark Ale,8.7,2,4.08
5378,Stone Brewing,Sublimely Self-Righteous Black IPA - Orange Peel And Bitter Chocolate,IPA - Black / Cascadian Dark Ale,8.7,17,3.47
5379,Stone Brewing,Suede Imperial Porter,Porter - Imperial,9.6,1133,3.86
5380,Stone Brewing,Suitable For Cave Aging,Porter - American,8.9,30,4.16
5381,Stone Brewing,Suitable For Cave Aging - Bourbon Barrel-Aged,Porter - American,9.0,76,4.2
5382,Stone Brewing,Suitable For Cave Aging - Red Wine Barrel-Aged,Porter - American,9.0,20,4.27
5383,Stone Brewing,Sunday Brunch,IPA - American,7.0,1,4.22
5384,Stone Brewing,Sunday Sinner,Stout - Sweet / Milk,5.0,1,3.86
5385,Stone Brewing,SuperCaliBelgolistic Ale,IPA - Belgian,0.0,5,3.85
5386,Stone Brewing,Supremely Self-Conscious Black Ale,IPA - Black / Cascadian Dark Ale,5.0,16,3.98
5387,Stone Brewing,TBA,Brown Ale - American,7.1,604,3.81
5388,Stone Brewing,Team Dab Squad,IPA - Imperial,9.8,1,4.68
5389,Stone Brewing,Teikirisi IPA,IPA - American,7.5,1,4.23
5390,Stone Brewing,The Odd Gargoyle,Lager - American,7.0,1,3.43
5391,Stone Brewing,The Perfect Crime,Farmhouse Ale - Saison,6.8,650,3.53
5392,Stone Brewing,The Perfect Crime - Red Wine Barrel-Aged,Farmhouse Ale - Saison,6.8,15,3.88
5393,Stone Brewing,The Skedaddler,IPA - American,7.0,38,4.02
5394,Stone Brewing,They Actually Brued,Wheat Beer - Dunkelweizen,5.6,4,3.75
5395,Stone Brewing,Three-Tier IPA,IPA - American,4.94,3,4.22
5396,Stone Brewing,Totalitarian - Bourbon-Soaked Oak Chips,Stout - Russian Imperial,10.6,1,3.55
5397,Stone Brewing,Vallantine IPA,IPA - American,9.4,4,4.06
5398,Stone Brewing,Vanilla Bean Porter,Porter - American,5.9,144,3.77
5399,Stone Brewing,Water Lilly,Wild Ale,6.4,1,3.75
5400,Stone Brewing,Wet-Hopped IPA,IPA - American,6.9,7,4.01
5401,Stone Brewing,Wheat Ale With Blueberries,Wheat Beer - American Pale,0.0,1,3.5
5402,Stone Brewing,Wicketkeeper,IPA - English,5.5,1,3.55
5403,Stone Brewing,XS IPA,IPA - American,8.9,12,3.94
5404,Stone Brewing,Zombie Love Potion,Porter - American,6.7,15,3.9
5405,Stone Brewing,Zubin,Pilsner - Bohemian / Czech,5.8,1,3.52
5406,Goose Island Beer Co.,'59 Brown,Brown Ale - American,6.0,2,4.1
5407,Goose Island Beer Co.,... I'm A Bird,Stout - American Imperial,12.5,7,4.1
5408,Goose Island Beer Co.,1060 Wit,Wheat Beer - Witbier,4.9,11,3.43
5409,Goose Island Beer Co.,2 Year Special Reserve Bourbon County Stout,Stout - American Imperial,15.2,6,4.41
5410,Goose Island Beer Co.,312 Dry-Hopped,Wheat Beer - American Pale,4.2,54,3.54
5411,Goose Island Beer Co.,312 Lemonade Shandy,Fruit and Field Beer,4.2,10,3.13
5412,Goose Island Beer Co.,312 Rhubarb,Wheat Beer - American Pale,4.2,11,3.8
5413,Goose Island Beer Co.,312 Urban Wheat,Wheat Beer - American Pale,4.2,4825,3.4
5414,Goose Island Beer Co.,312 x Malört,Wheat Beer - American Pale,7.1,1,3.92
5415,Goose Island Beer Co.,All Purpose IPA,IPA - American,5.7,87,3.59
5416,Goose Island Beer Co.,All Zeroes,Strong Ale - Belgian Pale,12.66,3,3.9
5417,Goose Island Beer Co.,Alley Walker,IPA - Imperial,9.9,1,3.72
5418,Goose Island Beer Co.,Allora,Fruit and Field Beer,3.7,1,3.69
5419,Goose Island Beer Co.,Alone,Pale Ale - Belgian,4.3,3,3.44
5420,Goose Island Beer Co.,Alt,Altbier,5.7,21,3.64
5421,Goose Island Beer Co.,Atwood,Farmhouse Ale - Saison,7.5,3,3.84
5422,Goose Island Beer Co.,Aw Shucks,Stout - American,4.5,6,3.83
5423,Goose Island Beer Co.,Barrel Aged Flanders Red,Sour - Flanders Red Ale,6.5,9,4.28
5424,Goose Island Beer Co.,Barrel-Aged Extremely Naughty Goose,Brown Ale - American,12.0,2,4.17
5425,Goose Island Beer Co.,Basica,Lager - American Amber / Red,6.7,4,3.72
5426,Goose Island Beer Co.,Bee Squad,Farmhouse Ale - Saison,8.2,18,3.83
5427,Goose Island Beer Co.,Belgian King,IPA - Belgian,6.3,7,4.04
5428,Goose Island Beer Co.,Best Buds,Barleywine - American,11.0,2,4.12
5429,Goose Island Beer Co.,Bitter Cold,Bitter - English,4.5,16,3.65
5430,Goose Island Beer Co.,Black Candle,Stout - American,6.2,35,3.85
5431,Goose Island Beer Co.,Black Valor,IPA - Black / Cascadian Dark Ale,7.6,3,3.75
5432,Goose Island Beer Co.,Blonde,Blonde Ale - American,5.0,50,3.45
5433,Goose Island Beer Co.,Blueline,Pilsner - Bohemian / Czech,4.8,33,3.67
5434,Goose Island Beer Co.,Bogey Boyz,IPA - Black / Cascadian Dark Ale,6.7,0,0.0
5435,Goose Island Beer Co.,Boojie Wine,Barleywine - American,10.7,1,3.77
5436,Goose Island Beer Co.,Bottlenectar,Pale Ale - American,5.5,10,3.69
5437,Goose Island Beer Co.,Bourbon County Brand Anniversary Stout,Stout - American Imperial,15.2,51,4.69
5438,Goose Island Beer Co.,Bourbon County Brand Birthday Stout,Stout - American Imperial,14.6,49,4.52
5439,Goose Island Beer Co.,Bourbon County Brand Caramella Ale,Wheat Beer - Wheatwine,14.6,213,4.29
5440,Goose Island Beer Co.,Bourbon County Brand Kentucky Fog Stout,Stout - American Imperial,14.1,190,4.24
5441,Goose Island Beer Co.,Bourbon County Brand Special #4 Stout,Stout - Oatmeal,13.3,248,4.42
5442,Goose Island Beer Co.,Bourbon County Brand Stout,Stout - American Imperial,14.7,13247,4.66
5443,Goose Island Beer Co.,Bourbon County Stout Select - Pikesville Rye,Stout - Russian Imperial,15.2,1,4.6
5444,Goose Island Beer Co.,Bourbon Sahti,Farmhouse Ale - Sahti,7.7,1,3.91
5445,Goose Island Beer Co.,Bracket Buster IPA,IPA - American,6.4,11,3.71
5446,Goose Island Beer Co.,Brewhouse Cherry Stout,Stout - American Imperial,11.0,1,4.46
5447,Goose Island Beer Co.,Broyhan,Wheat Beer - Hefeweizen,5.2,2,3.74
5448,Goose Island Beer Co.,Brux Sahti,Farmhouse Ale - Sahti,8.0,1,4.12
5449,Goose Island Beer Co.,C.A.L.M. Radler,Fruit and Field Beer,3.0,55,3.52
5450,Goose Island Beer Co.,Campfire,Lager - Rauchbier,5.4,4,3.57
5451,Goose Island Beer Co.,Candy Cane Dark Crusader,Stout - American Imperial,11.2,3,4.78
5452,Goose Island Beer Co.,Cascara Special Bitter,Bitter - English Extra Special / Strong Bitter (ESB),4.2,1,3.83
5453,Goose Island Beer Co.,Caution Tape,Wild Ale,4.0,41,3.74
5454,Goose Island Beer Co.,Cermak Pilsner,Pilsner - Bohemian / Czech,5.9,32,3.65
5455,Goose Island Beer Co.,Chateau Noir,Stout - American Imperial,12.0,0,0.0
5456,Goose Island Beer Co.,Christmas IPA,IPA - American,7.5,64,3.7
5457,Goose Island Beer Co.,Cocoa Leche,Stout - Sweet / Milk,5.7,28,3.92
5458,Goose Island Beer Co.,Commonwealth,Bitter - English,4.8,2,3.85
5459,Goose Island Beer Co.,Cooper Project Barrel Aged Scotch Ale,Scotch Ale / Wee Heavy,8.7,187,3.96
5460,Goose Island Beer Co.,Cream Ale,Cream Ale,5.9,1,3.0
5461,Goose Island Beer Co.,Cubby Blueberry,Fruit and Field Beer,5.0,72,3.49
5462,Goose Island Beer Co.,Cucumbersome,Pilsner - Bohemian / Czech,5.0,30,3.61
5463,Goose Island Beer Co.,Cult Classic,Wheat Beer - Dunkelweizen,5.4,2,3.77
5464,Goose Island Beer Co.,Curbside,Bitter - English,4.0,5,3.99
5465,Goose Island Beer Co.,Desert Island Glow,Kölsch,5.0,0,0.0
5466,Goose Island Beer Co.,Devlin,Farmhouse Ale - Saison,7.0,4,4.17
5467,Goose Island Beer Co.,Dooley,Stout - Irish Dry,4.6,2,3.63
5468,Goose Island Beer Co.,Double Check,Dubbel,8.3,7,3.93
5469,Goose Island Beer Co.,Dublin Stout,Stout - Irish Dry,4.3,31,3.82
5470,Goose Island Beer Co.,Dunkel Buck,Bock - Weizenbock,5.4,4,3.76
5471,Goose Island Beer Co.,Endless IPA,IPA - American,5.0,913,3.53
5472,Goose Island Beer Co.,Extra Special Goose,Bitter - English Extra Special / Strong Bitter (ESB),6.5,7,3.5
5473,Goose Island Beer Co.,Fathomless,Porter - Baltic,0.0,1,3.5
5474,Goose Island Beer Co.,Ferme La Mure,Farmhouse Ale - Saison,7.2,9,4.01
5475,Goose Island Beer Co.,Fernet Stout,Stout - American Imperial,14.0,2,3.73
5476,Goose Island Beer Co.,Festivity Ale,Brown Ale - American,7.7,531,3.66
5477,Goose Island Beer Co.,Five Rings,Bitter - English,4.3,4,3.78
5478,Goose Island Beer Co.,Florence,Pale Ale - Belgian,5.5,21,3.88
5479,Goose Island Beer Co.,Forcone,Pale Ale - Belgian,5.0,19,3.8
5480,Goose Island Beer Co.,Foudre Moira,Wild Ale,4.6,0,0.0
5481,Goose Island Beer Co.,FrankenPorter,Porter - American,7.3,31,3.61
5482,Goose Island Beer Co.,Fulton & Wood: Dark Traveler,Lager - Munich Dunkel,5.4,50,3.92
5483,Goose Island Beer Co.,Fulton & Wood: Fassinator,Bock - Doppelbock,8.0,51,3.68
5484,Goose Island Beer Co.,Fulton & Wood: My Shout,Pale Ale - American,5.0,37,3.59
5485,Goose Island Beer Co.,Fulton Morning Stout,Stout - Oatmeal,12.5,3,4.54
5486,Goose Island Beer Co.,Fulton Street Blend,Blonde Ale - American,5.5,343,3.85
5487,Goose Island Beer Co.,Game Night,IPA - American,6.0,9,3.99
5488,Goose Island Beer Co.,Gentlemen Of The Road Stopover Ale,Bitter - English,6.4,4,3.7
5489,Goose Island Beer Co.,Gillian,Farmhouse Ale - Saison,9.5,816,4.18
5490,Goose Island Beer Co.,Gingerbread Dream Porter,Porter - Baltic,7.4,3,4.25
5491,Goose Island Beer Co.,Glacier Pale,Pale Ale - American,5.4,4,3.93
5492,Goose Island Beer Co.,Goatbusters,Stout - American,6.5,5,3.8
5493,Goose Island Beer Co.,Golden Barrel,Wild Ale,6.6,4,3.82
5494,Goose Island Beer Co.,Golden Goose Pilsner,Pilsner - German,4.9,43,3.68
5495,Goose Island Beer Co.,Good Buddy,Barleywine - English,10.4,1,3.82
5496,Goose Island Beer Co.,Goodrye,IPA - American,5.5,1,3.82
5497,Goose Island Beer Co.,Goose Autumn Ale,Red Ale - American Amber / Red,6.7,285,3.69
5498,Goose Island Beer Co.,Goose Fest Bier,Lager - Märzen / Oktoberfest,5.7,1007,3.68
5499,Goose Island Beer Co.,Goose Goose Gooseberry Grisette,Farmhouse Ale - Saison,3.9,1,3.42
5500,Goose Island Beer Co.,Goose Green Line Pale Ale,Pale Ale - American,5.4,1240,3.55
5501,Goose Island Beer Co.,Goose IPA,IPA - English,5.9,5833,3.72
5502,Goose Island Beer Co.,Goose Island Born + Raised,Cream Ale,5.9,10,3.71
5503,Goose Island Beer Co.,Goose Summer Ale,Pale Ale - American,5.0,258,3.72
5504,Goose Island Beer Co.,Goose Winter Ale,Brown Ale - American,5.3,325,3.65
5505,Goose Island Beer Co.,Goosegeist,Brown Ale - American,7.8,1,4.09
5506,Goose Island Beer Co.,Goosemor,Bitter - English,4.0,1,4.05
5507,Goose Island Beer Co.,Grape Expectations,Farmhouse Ale - Saison,5.1,3,3.96
5508,Goose Island Beer Co.,Ground Control,Old Ale,8.5,13,3.87
5509,Goose Island Beer Co.,Guava Squad,IPA - American,6.0,18,3.48
5510,Goose Island Beer Co.,Hackapeli,Farmhouse Ale - Sahti,8.0,4,3.89
5511,Goose Island Beer Co.,Hal Buck,Pale Ale - American,6.0,1,3.73
5512,Goose Island Beer Co.,Halia,Farmhouse Ale - Saison,7.5,1019,4.17
5513,Goose Island Beer Co.,Hatch,Chile Beer,5.6,1,3.25
5514,Goose Island Beer Co.,Hazy IPA Now,IPA - New England,6.5,7,3.72
5515,Goose Island Beer Co.,Hefe-Hawks-Win,Wheat Beer - Hefeweizen,0.0,11,3.57
5516,Goose Island Beer Co.,Hefeweizen,Wheat Beer - Hefeweizen,4.8,38,3.73
5517,Goose Island Beer Co.,Hellerweizenbock,Bock - Weizenbock,6.2,1,4.0
5518,Goose Island Beer Co.,Hexnut,Brown Ale - English,5.5,1094,3.77
5519,Goose Island Beer Co.,Hippie Flip,Fruit and Field Beer,0.0,1,3.52
5520,Goose Island Beer Co.,Hombre Secreto,Farmhouse Ale - Saison,9.0,35,3.92
5521,Goose Island Beer Co.,Hombre Secreto Tropico,Strong Ale - Belgian Pale,9.0,8,3.99
5522,Goose Island Beer Co.,Hombre Secreto with Mango,Farmhouse Ale - Saison,7.5,20,4.1
5523,Goose Island Beer Co.,Honest Stout,Stout - Foreign / Export,5.0,46,3.93
5524,Goose Island Beer Co.,Honey Chamomile,Lager - American,7.0,1,3.77
5525,Goose Island Beer Co.,Honeymoon,Dubbel,8.2,3,3.74
5526,Goose Island Beer Co.,Honker's Ale,Bitter - English,4.3,3987,3.67
5527,Goose Island Beer Co.,Hopscotch Ale,Pale Ale - American,5.2,37,3.6
5528,Goose Island Beer Co.,Hugh Hefnerweizen,Wheat Beer - Hefeweizen,5.5,1,3.43
5529,Goose Island Beer Co.,Impervious,Stout - American Imperial,10.0,16,4.08
5530,Goose Island Beer Co.,IPA Now,IPA - American,6.5,19,3.6
5531,Goose Island Beer Co.,Iron Sickle,Pale Ale - Belgian,3.4,16,3.58
5532,Goose Island Beer Co.,Jacob's Wheat,Wheat Beer - American Pale,5.0,3,3.12
